#,시군구명,소재지,면적,용도지역1,이용상황,주위환경,지세명,공시지가,X,Y
27782,송파구, 문정동 97-7,203.6,제2종일반주거지역,단독주택,성숙중인 주택지대,평지,4200000,127.129562,37.483253
27783,송파구, 문정동 99-9,210.1,제2종일반주거지역,상업기타,미성숙 상가지대,평지,6450000,127.130231,37.484024
27784,송파구, 문정동 105,248.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4100000,127.129659,37.485606
27785,송파구, 문정동 106-2,228,제2종일반주거지역,다세대,성숙중인 주택지대,평지,4100000,127.129709,37.486165
27786,송파구, 문정동 107-3,205.4,제2종일반주거지역,상업기타,성숙중인 상가지대,평지,5650000,127.130579,37.487171
27787,송파구, 문정동 108-5,177.7,제2종일반주거지역,다세대,성숙중인 주택지대,평지,4000000,127.131022,37.487021
27788,송파구, 문정동 109,197.7,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,4050000,127.13086,37.486371
27789,송파구, 문정동 110-12,191.9,제2종일반주거지역,단독주택,성숙중인 주택지대,평지,3950000,127.131876,37.486487
27790,송파구, 문정동 111-13,358.2,제2종일반주거지역,상업용,미성숙 상가지대,평지,6250000,127.131692,37.48581
27791,송파구, 문정동 112-9,220.2,제2종일반주거지역,다세대,성숙중인 주택지대,평지,3950000,127.132955,37.486071
27792,송파구, 문정동 115-11,331,제2종일반주거지역,다세대,일반 주택지대,평지,5000000,127.131682,37.487576
27793,송파구, 문정동 118-6,216.8,제2종일반주거지역,주상용,미성숙 상가지대,평지,4150000,127.133631,37.487275
27794,송파구, 문정동 121-6,274.1,제2종일반주거지역,주상용,후면 상가지대,평지,4650000,127.13216,37.488336
27795,송파구, 문정동 122-15,116.6,제2종일반주거지역,단독주택,일반 주택지대,평지,3800000,127.132792,37.488395
27796,송파구, 문정동 124-9,120.7,제2종일반주거지역,주상용,후면 상가지대,평지,6200000,127.132448,37.488825
27797,송파구, 문정동 126,216.4,제2종일반주거지역,주상용,후면 상가지대,평지,4800000,127.133575,37.488238
27798,송파구, 문정동 136-13,241.9,제2종일반주거지역,단독주택,연립 주택지대,평지,4150000,127.134623,37.488516
27799,송파구, 문정동 137-17,192.9,제2종일반주거지역,다세대,성숙중인 주택지대,평지,3800000,127.13433,37.489406
27800,송파구, 문정동 139-7,207.3,제2종일반주거지역,다세대,성숙중인 주택지대,평지,3900000,127.134904,37.489681
27801,송파구, 문정동 143-6,153.3,제2종일반주거지역,다세대,성숙중인 주택지대,평지,4100000,127.13558,37.488893
27802,송파구, 문정동 150,237830.7,제3종일반주거지역,아파트,아파트지대,평지,7910000,127.115376,37.488635
27803,송파구, 문정동 150-24,532.5,준주거지역,상업용,아파트단지주변 상가지대,평지,8150000,127.116056,37.49138
27805,송파구, 문정동 620,9275.2,유통상업지역,업무용,미성숙 상가지대,평지,7600000,127.121246,37.480768
27806,송파구, 문정동 634,41732.1,유통상업지역,상업용,성숙중인 상가지대,평지,8150000,127.12498,37.477651
27807,송파구, 문정동 648,36367.7,제3종일반주거지역,상업기타,미성숙 상가지대,평지,4800000,127.127125,37.480775
27808,송파구, 문정동 가-640-11,1037.4,일반상업지역,상업용,미성숙 상가지대,평지,7650000,127.122476,37.485814
27809,송파구, 문정동 가-644-2,8620,일반상업지역,상업기타,미성숙 상가지대,평지,10000000,127.122476,37.485814
27810,송파구, 문정동 가-646,9034.8,제3종일반주거지역,상업나지,미성숙 상가지대,평지,5200000,127.122476,37.485814
27811,송파구, 문정동 가-651,17310.7,일반상업지역,상업기타,미성숙 상가지대,평지,14000000,127.122476,37.485814
27812,송파구, 문정동 가-651-13,1555.3,일반상업지역,업무용,미성숙 상가지대,평지,8100000,127.122476,37.485814
27813,송파구, 문정동 가-652-4,3927.2,일반상업지역,상업용,미성숙 상가지대,평지,10000000,127.122476,37.485814
27815,송파구, 장지동 646-4,577,자연녹지지역,상업용,미성숙 상가지대,평지,3630000,127.128196,37.475215
27817,송파구, 장지동 834,1934.3,제2종일반주거지역,상업용,미성숙 상가지대,평지,5410000,127.133419,37.486012
27819,송파구, 장지동 841-2,602.4,준주거지역,상업용,미성숙 상가지대,평지,7300000,127.127241,37.477658
27820,송파구, 장지동 842-1,3913,제2종일반주거지역,주거기타,정비된 주택지대,평지,4000000,127.12739,37.479399
27821,송파구, 장지동 845,16902.5,제3종일반주거지역,아파트,미성숙 주택지대,평지,6900000,127.12996,37.480102
27823,송파구, 장지동 가-875,147112,유통상업지역,상업기타,미성숙 상가지대,평지,6000000,127.131914,37.477368
27824,송파구, 장지동 가-879,44191,제3종일반주거지역,아파트,개발 예정지대,평지,6500000,127.131914,37.477368
27825,송파구, 장지동 가-881,4775,근린상업지역,상업용,미성숙 상가지대,평지,7700000,127.131914,37.477368
27826,송파구, 장지동 가-883,23948,준주거지역,주상용,개발 예정지대,평지,7100000,127.131914,37.477368
27827,송파구, 장지동 가-893,5590,준주거지역,주상나지,개발 예정지대,평지,5200000,127.131914,37.477368
27828,송파구, 장지동 가-899,11097,제2종일반주거지역,주거기타,개발 예정지대,평지,3650000,127.131914,37.477368
27829,송파구, 장지동 가-911-1,3390,일반상업지역,상업나지,미성숙 상가지대,평지,7100000,127.131914,37.477368
27830,송파구, 방이동 22-3,932.6,일반상업지역,업무용,상가 및 업무지대,평지,23700000,127.107235,37.51511
27831,송파구, 방이동 24-7,280.4,일반상업지역,상업용,노선 상가지대,평지,11000000,127.107963,37.5148
27832,송파구, 방이동 28-7,334.4,일반상업지역,상업용,노선 상가지대,평지,14500000,127.108338,37.514641
27833,송파구, 방이동 35,331.3,일반상업지역,상업용,상가 및 업무지대,평지,16300000,127.108866,37.515879
27834,송파구, 방이동 36-5,366.7,일반상업지역,상업용,노선 상가지대,평지,10700000,127.109302,37.515387
27835,송파구, 방이동 38-3,240.9,일반상업지역,상업용,노선 상가지대,평지,13600000,127.110321,37.515296
27836,송파구, 방이동 40-3,836.8,일반상업지역,업무용,상가 및 업무지대,평지,14300000,127.111807,37.516884
27837,송파구, 방이동 41-5,304.9,일반상업지역,상업용,일반 상가지대,평지,9730000,127.110764,37.516155
27838,송파구, 방이동 41-12,298.2,일반상업지역,상업용,일반 상가지대,평지,8910000,127.112035,37.516732
27839,송파구, 방이동 42-3,396.8,일반상업지역,상업기타,일반 상가지대,평지,8940000,127.111613,37.516098
27840,송파구, 방이동 45-3,299.3,일반상업지역,업무용,상가 및 업무지대,평지,14300000,127.114391,37.516479
27841,송파구, 방이동 46-3,681.3,일반상업지역,상업용,일반 상가지대,평지,11800000,127.112397,37.515789
27842,송파구, 방이동 46-6,901.3,일반상업지역,상업용,일반 상가지대,평지,9320000,127.11283,37.516495
27843,송파구, 방이동 48-11,234.8,일반상업지역,상업용,일반 상가지대,평지,8600000,127.113357,37.515886
27844,송파구, 방이동 49-5,492.7,일반상업지역,상업기타,일반 상가지대,평지,10800000,127.113579,37.515302
27845,송파구, 방이동 51-8,527.5,일반상업지역,업무용,성숙중인 상가지대,평지,12100000,127.114959,37.515321
27846,송파구, 방이동 55-10,220.2,제2종일반주거지역,주상용,정비된 주택지대,평지,4630000,127.112418,37.514942
27847,송파구, 방이동 58,317.2,제2종일반주거지역,상업용,성숙중인 상가지대,평지,10200000,127.110854,37.515218
27848,송파구, 방이동 58-1,256.7,제2종일반주거지역,주상용,정비된 주택지대,평지,4650000,127.111028,37.514805
27849,송파구, 방이동 58-16,191.8,제2종일반주거지역,다세대,정비된 주택지대,평지,4250000,127.111896,37.514118
27850,송파구, 방이동 62-12,444.4,제3종일반주거지역,상업용,주택 및 상가혼용지대,평지,6350000,127.108825,37.513671
27851,송파구, 방이동 64-5,302.9,제3종일반주거지역,상업용,노선 상가지대,평지,12700000,127.109108,37.51462
27852,송파구, 방이동 65-6,500.7,준주거지역,상업용,도심 상가지대,평지,15400000,127.107681,37.513762
27853,송파구, 방이동 66-2,580.5,준주거지역,업무용,상가 및 업무지대,평지,14100000,127.108249,37.512604
27854,송파구, 방이동 67-2,599,제3종일반주거지역,상업용,일반 상가지대,평지,6280000,127.108668,37.512607
27855,송파구, 방이동 68-1,363.8,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,5480000,127.108982,37.512808
27856,송파구, 방이동 69-4,837.8,제3종일반주거지역,상업용,일반 상가지대,평지,9400000,127.109656,37.513209
27857,송파구, 방이동 71-13,238,제2종일반주거지역,상업기타,성숙중인 상가지대,평지,9170000,127.109396,37.512243
27858,송파구, 방이동 88-8,11570,자연녹지지역,상업용,미성숙 상가지대,평지,6700000,127.116536,37.522551
27859,송파구, 방이동 89-11,20495.3,제3종일반주거지역,상업용,아파트단지주변 상가지대,평지,9400000,127.132083,37.515493
27860,송파구, 방이동 93-6,330.3,제2종일반주거지역,주상용,일반 상가지대,평지,7450000,127.110599,37.512847
27861,송파구, 방이동 102-19,236.3,제2종일반주거지역,단독주택,정비된 주택지대,평지,4350000,127.111593,37.513025
27862,송파구, 방이동 104-12,234.7,제2종일반주거지역,단독주택,정비된 주택지대,평지,4700000,127.111326,37.511681
27863,송파구, 방이동 105-1,335.2,제2종일반주거지역,주상기타,일반 상가지대,평지,6510000,127.111936,37.511721
27864,송파구, 방이동 106-16,254.3,제2종일반주거지역,다세대,정비된 주택지대,평지,4490000,127.112929,37.512918
27865,송파구, 방이동 107-4,540.4,제3종일반주거지역,상업용,노선 상가지대,평지,10600000,127.113028,37.512198
27866,송파구, 방이동 107-10,429.9,제3종일반주거지역,업무용,미성숙 상가지대,평지,9360000,127.113772,37.513357
27867,송파구, 방이동 108-7,532.1,제3종일반주거지역,상업용,일반 상가지대,평지,10100000,127.111482,37.510889
27868,송파구, 방이동 109-25,190.9,제3종일반주거지역,단독주택,일반 주택지대,평지,4800000,127.11098,37.511273
27869,송파구, 방이동 110-1,674.1,제3종일반주거지역,상업용,일반 상가지대,평지,10300000,127.112829,37.510782
27870,송파구, 방이동 112-4,198.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,6230000,127.113804,37.5106
27871,송파구, 방이동 112-8,290.2,제2종일반주거지역,주상기타,시장주변 상가지대,평지,7660000,127.114452,37.511308
27872,송파구, 방이동 114-6,249.5,제3종일반주거지역,상업기타,일반 상가지대,평지,9060000,127.113382,37.509957
27873,송파구, 방이동 115-20,341.5,제3종일반주거지역,상업용,노선 상가지대,평지,8220000,127.11476,37.509184
27874,송파구, 방이동 119-2,221.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,6930000,127.116122,37.510672
27875,송파구, 방이동 122-14,212.2,제2종일반주거지역,단독주택,정비된 주택지대,평지,4230000,127.116405,37.509728
27876,송파구, 방이동 123,250.8,제2종일반주거지역,주상용,시장주변 상가지대,평지,7580000,127.117225,37.510229
27877,송파구, 방이동 124-8,389.6,제3종일반주거지역,상업용,일반 상가지대,평지,9200000,127.11665,37.508144
27878,송파구, 방이동 124-24,439.2,제2종일반주거지역,업무용,일반 상가지대,평지,7270000,127.117373,37.509167
27879,송파구, 방이동 124-34,239.4,제2종일반주거지역,다세대,정비된 주택지대,평지,4400000,127.116619,37.50881
27880,송파구, 방이동 127-25,190.2,제2종일반주거지역,다세대,정비된 주택지대,평지,4160000,127.119138,37.508162
27881,송파구, 방이동 130-4,314.8,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,5050000,127.120275,37.509576
27882,송파구, 방이동 134-6,379.4,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,6210000,127.118926,37.509819
27883,송파구, 방이동 135-16,285.6,제2종일반주거지역,다세대,정비된 주택지대,평지,4230000,127.118919,37.510404
27884,송파구, 방이동 136-5,337,제2종일반주거지역,상업용,일반 상가지대,평지,8810000,127.117972,37.51019
27885,송파구, 방이동 138,197.8,제2종일반주거지역,다세대,정비된 주택지대,평지,4400000,127.118046,37.511605
27886,송파구, 방이동 145-33,200.7,제2종일반주거지역,다세대,정비된 주택지대,평지,4550000,127.114548,37.511777
27888,송파구, 방이동 149-22,324.3,제3종일반주거지역,단독주택,정비된 주택지대,평지,4840000,127.114576,37.513264
27889,송파구, 방이동 151,339.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,6570000,127.115493,37.514181
27890,송파구, 방이동 153-1,175.8,제2종일반주거지역,다세대,정비된 주택지대,평지,4330000,127.116226,37.513376
27891,송파구, 방이동 154-17,198.8,제2종일반주거지역,주상용,미성숙 상가지대,평지,4690000,127.115746,37.513804
27892,송파구, 방이동 155-6,208.5,제2종일반주거지역,주상용,정비된 주택지대,평지,4660000,127.117307,37.512861
27893,송파구, 방이동 159-12,215.8,제2종일반주거지역,다세대,정비된 주택지대,평지,4400000,127.119078,37.512316
27894,송파구, 방이동 160-1,519.9,제2종일반주거지역,상업기타,주택 및 상가혼용지대,평지,7330000,127.119746,37.512276
