#,시군구명,소재지,면적,용도지역1,이용상황,주위환경,지세명,공시지가,X,Y
7947,중랑구, 면목동 120-4,115,준주거지역,상업용,노선 상가지대,평지,4500000,127.08684,37.588389
7948,중랑구, 면목동 120-12,88.6,준주거지역,단독주택,기존 주택지대,평지,2350000,127.086646,37.588541
7949,중랑구, 면목동 120-25,167.9,준주거지역,주상용,주택 및 상가혼용지대,평지,3450000,127.08609,37.588609
7950,중랑구, 면목동 121-4,70.4,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3150000,127.087813,37.590307
7951,중랑구, 면목동 121-21,151.1,준주거지역,주상용,주택 및 상가혼용지대,평지,3250000,127.087955,37.589804
7952,중랑구, 면목동 126-7,596.4,준주거지역,상업용,노선 상가지대,평지,5550000,127.086975,37.589436
7953,중랑구, 면목동 126-22,258.9,준주거지역,다세대,기존 주택지대,평지,2650000,127.086626,37.589253
7954,중랑구, 면목동 126-44,122.6,준주거지역,단독주택,기존 주택지대,평지,2510000,127.086642,37.589748
7955,중랑구, 면목동 127-15,113.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2510000,127.086374,37.589449
7956,중랑구, 면목동 127-57,113.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2200000,127.086076,37.589771
7957,중랑구, 면목동 128-5,58.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2570000,127.085486,37.589875
7958,중랑구, 면목동 128-16,92.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2570000,127.085769,37.588967
7959,중랑구, 면목동 129-6,182.2,제3종일반주거지역,상업용,노선 상가지대,평지,4200000,127.086625,37.591154
7960,중랑구, 면목동 129-20,91.6,제3종일반주거지역,단독주택,기존 주택지대,평지,2620000,127.086451,37.590576
7961,중랑구, 면목동 129-79,118.4,제2종일반주거지역,단독주택,기존 주택지대,평지,2580000,127.085938,37.590887
7962,중랑구, 면목동 131-1,209.9,제3종일반주거지역,상업용,노선 상가지대,평지,5550000,127.086281,37.592467
7963,중랑구, 면목동 131-43,134.6,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,2780000,127.085133,37.590908
7964,중랑구, 면목동 132-31,388.8,제3종일반주거지역,다세대,기존 주택지대,평지,2870000,127.085091,37.591638
7965,중랑구, 면목동 133-22,131.6,제3종일반주거지역,상업용,노선 상가지대,평지,4000000,127.083287,37.591867
7966,중랑구, 면목동 136-22,134.9,제2종일반주거지역,단독주택,기존 주택지대,평지,2140000,127.082679,37.590664
7967,중랑구, 면목동 137-32,143.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2320000,127.083588,37.590464
7968,중랑구, 면목동 137-53,234,제2종일반주거지역,단독주택,기존 주택지대,평지,2660000,127.084027,37.590638
7969,중랑구, 면목동 138-35,164.3,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2950000,127.083146,37.589523
7970,중랑구, 면목동 139-11,184.1,제2종일반주거지역,단독주택,기존 주택지대,평지,2580000,127.082971,37.588134
7971,중랑구, 면목동 140-37,142.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2480000,127.082537,37.58841
7972,중랑구, 면목동 141-18,119.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2310000,127.081739,37.58889
7973,중랑구, 면목동 141-89,148.4,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2800000,127.082247,37.588966
7974,중랑구, 면목동 142-13,532.9,제2종일반주거지역,연립주택,기존 주택지대,평지,2580000,127.081508,37.589204
7975,중랑구, 면목동 143-2,121,제2종일반주거지역,단독주택,기존 주택지대,평지,2570000,127.08173,37.590548
7976,중랑구, 면목동 143-61,139.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2570000,127.080963,37.590263
7977,중랑구, 면목동 145-8,119,제3종일반주거지역,단독주택,기존 주택지대,평지,2810000,127.080729,37.589018
7978,중랑구, 면목동 145-28,119.3,제3종일반주거지역,단독주택,기존 주택지대,평지,2170000,127.080414,37.589763
7979,중랑구, 면목동 145-31,156.7,제3종일반주거지역,상업용,노선 상가지대,평지,4400000,127.080292,37.589582
7980,중랑구, 면목동 146-26,197.4,제3종일반주거지역,상업용,노선 상가지대,평지,4650000,127.08023,37.588212
7981,중랑구, 면목동 146-48,100.2,제3종일반주거지역,단독주택,기존 주택지대,평지,2130000,127.080576,37.587647
7982,중랑구, 면목동 147-1,228.8,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3250000,127.081299,37.587815
7983,중랑구, 면목동 147-7,309.1,제3종일반주거지역,상업용,노선 상가지대,평지,5320000,127.080359,37.586933
7984,중랑구, 면목동 149-2,97.8,제3종일반주거지역,단독주택,기존 주택지대,평지,2130000,127.082907,37.586908
7985,중랑구, 면목동 149-4,207.6,제3종일반주거지역,상업용,노선 상가지대,평지,3750000,127.082113,37.586983
7986,중랑구, 면목동 150-19,102.8,제3종일반주거지역,단독주택,기존 주택지대,평지,2360000,127.081178,37.586561
7987,중랑구, 면목동 151-3,124.3,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3050000,127.080617,37.586179
7988,중랑구, 면목동 151-35,126.6,제3종일반주거지역,단독주택,기존 주택지대,평지,2340000,127.08043,37.585727
7989,중랑구, 면목동 152-1,102.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2980000,127.081307,37.586229
7990,중랑구, 면목동 152-57,226.1,제2종일반주거지역,상업용,시장주변 상가지대,평지,3940000,127.080757,37.584891
7991,중랑구, 면목동 153-56,134.6,제2종일반주거지역,단독주택,일반 주택지대,평지,2720000,127.081503,37.585924
7992,중랑구, 면목동 154-16,121,제2종일반주거지역,단독주택,기존 주택지대,평지,2710000,127.082654,37.585338
7993,중랑구, 면목동 154-55,98.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2140000,127.082329,37.585985
7994,중랑구, 면목동 156-1,159.3,제2종일반주거지역,주상용,기존 주택지대,평지,2750000,127.082968,37.584656
7995,중랑구, 면목동 157-56,107.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2150000,127.082188,37.583677
7996,중랑구, 면목동 158-2,104.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2670000,127.081882,37.584594
7997,중랑구, 면목동 158-31,245.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3250000,127.081385,37.583553
7998,중랑구, 면목동 161-27,207.9,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3650000,127.080491,37.583565
7999,중랑구, 면목동 170-12,444.2,제3종일반주거지역,업무용,미성숙 상가지대,평지,3530000,127.079301,37.580852
8000,중랑구, 면목동 172-5,160.7,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3720000,127.079197,37.584753
8001,중랑구, 면목동 172-10,196,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3360000,127.078415,37.584774
8002,중랑구, 면목동 172-76,110.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2260000,127.078474,37.583639
8003,중랑구, 면목동 172-85,150.1,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3100000,127.078312,37.583052
8004,중랑구, 면목동 172-95,351.4,제3종일반주거지역,상업용,노선 상가지대,평지,4600000,127.079467,37.583043
8005,중랑구, 면목동 172-120,126.3,제3종일반주거지역,단독주택,기존 주택지대,평지,2970000,127.078994,37.583706
8006,중랑구, 면목동 173-4,141.5,제2종일반주거지역,단독주택,일반 주택지대,평지,2860000,127.07809,37.583591
8007,중랑구, 면목동 173-72,93.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2320000,127.077618,37.584227
8008,중랑구, 면목동 173-96,100.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2500000,127.077278,37.583368
8009,중랑구, 면목동 173-115,111.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2130000,127.077239,37.584702
8010,중랑구, 면목동 174-5,201.8,제3종일반주거지역,상업용,노선 상가지대,평지,3950000,127.077405,37.585928
8011,중랑구, 면목동 174-9,120.3,제2종일반주거지역,단독주택,기존 주택지대,평지,2380000,127.077479,37.585406
8012,중랑구, 면목동 174-74,126.3,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2700000,127.077405,37.584964
8013,중랑구, 면목동 175-20,110.4,제3종일반주거지역,상업용,노선 상가지대,평지,4050000,127.079576,37.585224
8014,중랑구, 면목동 175-87,121,제3종일반주거지역,단독주택,기존 주택지대,평지,2340000,127.079262,37.585889
8015,중랑구, 면목동 175-106,113.7,제2종일반주거지역,단독주택,일반 주택지대,평지,2160000,127.078566,37.585388
8016,중랑구, 면목동 176-12,97.5,제3종일반주거지역,단독주택,기존 주택지대,평지,2580000,127.078648,37.586992
8017,중랑구, 면목동 176-82,137.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2500000,127.078947,37.587517
8018,중랑구, 면목동 177-1,154.7,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3450000,127.078174,37.587772
8019,중랑구, 면목동 177-17,91.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2310000,127.077917,37.587563
8020,중랑구, 면목동 177-41,155,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3500000,127.078186,37.586853
8021,중랑구, 면목동 177-66,123.3,제2종일반주거지역,단독주택,기존 주택지대,평지,2230000,127.077401,37.587154
8022,중랑구, 면목동 177-161,105.1,제3종일반주거지역,단독주택,기존 주택지대,평지,2370000,127.077262,37.586477
8023,중랑구, 면목동 177-209,170.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3250000,127.076653,37.587166
8024,중랑구, 면목동 178-26,120.3,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3180000,127.077413,37.587974
8025,중랑구, 면목동 179-1,171.6,제3종일반주거지역,상업용,노선 상가지대,평지,4500000,127.079777,37.589082
8026,중랑구, 면목동 179-17,99.2,제3종일반주거지역,단독주택,기존 주택지대,평지,2220000,127.079315,37.588908
8027,중랑구, 면목동 179-48,120,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3330000,127.07902,37.588995
8028,중랑구, 면목동 179-64,122.3,제2종일반주거지역,단독주택,기존 주택지대,평지,2150000,127.078868,37.588427
8029,중랑구, 면목동 179-126,139.2,제3종일반주거지역,단독주택,기존 주택지대,평지,2620000,127.079194,37.588663
8030,중랑구, 면목동 180-15,243.6,제3종일반주거지역,주상용,일반 상가지대,평지,3550000,127.078377,37.589702
8031,중랑구, 면목동 181-35,94.2,제3종일반주거지역,단독주택,기존 주택지대,평지,2200000,127.077231,37.589909
8032,중랑구, 면목동 181-73,239.2,제3종일반주거지역,주상용,아파트단지주변 상가지대,평지,3450000,127.076812,37.588978
8033,중랑구, 면목동 182-4,586.1,제3종일반주거지역,상업용,노선 상가지대,평지,4980000,127.077549,37.590714
8034,중랑구, 면목동 182-36,132.6,제3종일반주거지역,단독주택,기존 주택지대,평지,2280000,127.07609,37.590567
8035,중랑구, 면목동 182-45,90.9,제3종일반주거지역,단독주택,기존 주택지대,평지,2200000,127.07725,37.59109
8036,중랑구, 면목동 182-74,122.6,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3900000,127.076535,37.590309
8037,중랑구, 면목동 183-17,179.9,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3500000,127.07789,37.591546
8038,중랑구, 면목동 183-40,206.3,제3종일반주거지역,상업용,노선 상가지대,평지,4100000,127.079433,37.591287
8039,중랑구, 면목동 183-95,124,제3종일반주거지역,단독주택,기존 주택지대,평지,2340000,127.0791,37.59169
8040,중랑구, 면목동 184-27,117.4,제2종일반주거지역,단독주택,기존 주택지대,평지,2090000,127.078209,37.592341
8041,중랑구, 면목동 185-15,118,제2종일반주거지역,단독주택,기존 주택지대,평지,2180000,127.076503,37.591994
8042,중랑구, 면목동 185-50,144.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3500000,127.075844,37.59216
8043,중랑구, 면목동 185-68,328.6,제2종일반주거지역,주상용,기존 상가지대,평지,3350000,127.07532,37.591543
8044,중랑구, 면목동 185-100,174.6,제2종일반주거지역,상업용,시장주변 상가지대,평지,4260000,127.077002,37.591908
8045,중랑구, 면목동 186-17,152.4,제2종일반주거지역,단독주택,기존 주택지대,평지,2200000,127.074233,37.591481
8046,중랑구, 면목동 186-74,113.1,제2종일반주거지역,단독주택,기존 주택지대,평지,2220000,127.073552,37.590701
8047,중랑구, 면목동 186-155,182.8,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3280000,127.074706,37.590809
8048,중랑구, 면목동 190-106,199.9,제2종일반주거지역,상업용,노선 상가지대,평지,3200000,127.073384,37.58878
8049,중랑구, 면목동 191-56,152.2,제3종일반주거지역,주상용,노선 상가지대,평지,3950000,127.074968,37.589802
8050,중랑구, 면목동 191-115,190.1,제2종일반주거지역,단독주택,기존 주택지대,평지,2470000,127.074555,37.590231
8051,중랑구, 면목동 191-126,440,제3종일반주거지역,상업용,노선 상가지대,평지,3350000,127.073633,37.58971
8052,중랑구, 면목동 192-34,109.1,제3종일반주거지역,단독주택,기존 주택지대,평지,2340000,127.074798,37.588845
8053,중랑구, 면목동 192-99,136.2,제3종일반주거지역,단독주택,기존 주택지대,평지,2950000,127.075064,37.588397
8054,중랑구, 면목동 192-107,120.7,제3종일반주거지역,단독주택,기존 주택지대,평지,2420000,127.074281,37.588517
8055,중랑구, 면목동 192-125,244.3,제3종일반주거지역,상업용,일반 상가지대,평지,3330000,127.073914,37.588018
8056,중랑구, 면목동 194-1,330.9,제3종일반주거지역,상업용,노선 상가지대,평지,3870000,127.076354,37.585722
8057,중랑구, 면목동 194-4,150.1,제3종일반주거지역,단독주택,기존 주택지대,평지,2570000,127.076354,37.584776
8058,중랑구, 면목동 194-45,115.7,제3종일반주거지역,단독주택,기존 주택지대,평지,2170000,127.076135,37.585143
8059,중랑구, 면목동 198-4,181.5,제2종일반주거지역,상업용,노선 상가지대,평지,3300000,127.072986,37.590732
8060,중랑구, 면목동 198-25,280.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2450000,127.072244,37.590294
8061,중랑구, 면목동 198-38,99.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2260000,127.07262,37.591
8062,중랑구, 면목동 233-7,86,제2종일반주거지역,단독주택,기존 주택지대,평지,2150000,127.088498,37.590781
8063,중랑구, 면목동 317-6,109,제2종일반주거지역,단독주택,기존 주택지대,평지,2230000,127.09073,37.586924
8064,중랑구, 면목동 339-15,163.3,제2종일반주거지역,주상용,기존 주택지대,평지,2930000,127.081295,37.577065
8065,중랑구, 면목동 340-1,173.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3350000,127.082375,37.57765
8066,중랑구, 면목동 340-13,96.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2690000,127.08163,37.576536
8067,중랑구, 면목동 340-53,79.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2150000,127.082068,37.57681
8068,중랑구, 면목동 341-14,145.8,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2930000,127.083112,37.576638
8069,중랑구, 면목동 341-34,109.3,제2종일반주거지역,단독주택,주택 및 상가혼용지대,평지,2640000,127.083162,37.577152
8070,중랑구, 면목동 345-41,99.5,제2종일반주거지역,단독주택,일반 주택지대,평지,2790000,127.080683,37.57716
8071,중랑구, 면목동 346-3,827.1,제2종일반주거지역,연립주택,일반 주택지대,평지,2700000,127.080939,37.575675
8072,중랑구, 면목동 347-44,123,제2종일반주거지역,단독주택,기존 주택지대,평지,2150000,127.081622,37.576284
8073,중랑구, 면목동 348-38,80.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2130000,127.082102,37.575873
8074,중랑구, 면목동 349-40,95.9,제2종일반주거지역,단독주택,기존 주택지대,평지,2170000,127.083686,37.576003
8075,중랑구, 면목동 350-1,209.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3500000,127.083792,37.576535
8076,중랑구, 면목동 350-38,121.6,제2종일반주거지역,단독주택,기존 주택지대,평지,2680000,127.083072,37.576196
8077,중랑구, 면목동 352-20,232.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3400000,127.08508,37.576815
8078,중랑구, 면목동 354-2,272.1,제2종일반주거지역,상업용,노선 상가지대,평지,4650000,127.08599,37.577381
8079,중랑구, 면목동 364-14,102.8,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2830000,127.08715,37.576958
8080,중랑구, 면목동 364-45,140.5,제2종일반주거지역,다세대,기존 주택지대,완경사지,2890000,127.086884,37.577406
8081,중랑구, 면목동 367-11,226.1,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2760000,127.086188,37.575941
8082,중랑구, 면목동 367-16,116.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2500000,127.08641,37.576321
8083,중랑구, 면목동 368-5,214.6,제2종일반주거지역,상업용,노선 상가지대,평지,4750000,127.085656,37.575964
8084,중랑구, 면목동 369-33,157,제2종일반주거지역,단독주택,기존 주택지대,평지,2200000,127.085015,37.576518
8085,중랑구, 면목동 370-1,101.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2950000,127.085098,37.576203
8086,중랑구, 면목동 370-38,125.6,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3000000,127.084118,37.575835
8087,중랑구, 면목동 371-88,99.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2160000,127.086197,37.575247
8088,중랑구, 면목동 371-146,115.7,제2종일반주거지역,상업용,주택 및 상가혼용지대,평지,4260000,127.085608,37.57527
8089,중랑구, 면목동 374-17,100.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2160000,127.083398,37.575442
8090,중랑구, 면목동 374-44,119.3,제2종일반주거지역,단독주택,기존 주택지대,평지,2680000,127.082868,37.575302
8091,중랑구, 면목동 374-65,143.1,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3300000,127.083966,37.575284
8092,중랑구, 면목동 375-1,133.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2950000,127.082604,37.575589
8093,중랑구, 면목동 377-24,113.7,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3330000,127.081858,37.574583
8094,중랑구, 면목동 379-16,82.6,제2종일반주거지역,단독주택,기존 주택지대,평지,2130000,127.084554,37.574442
8095,중랑구, 면목동 381-24,138.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2140000,127.082111,37.574206
8096,중랑구, 면목동 381-32,134.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,2450000,127.081659,37.57414
8097,중랑구, 면목동 381-52,102.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2620000,127.08259,37.573958
8098,중랑구, 면목동 383-3,116.4,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3230000,127.081499,37.572454
8099,중랑구, 면목동 383-49,143.1,제2종일반주거지역,단독주택,기존 주택지대,평지,2920000,127.081152,37.573046
8100,중랑구, 면목동 384-41,112.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2130000,127.082119,37.573558
8101,중랑구, 면목동 385-1,137.8,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3180000,127.082948,37.573393
8102,중랑구, 면목동 385-25,94.9,제2종일반주거지역,단독주택,기존 주택지대,평지,2150000,127.082272,37.573099
8103,중랑구, 면목동 389-31,131.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2680000,127.08275,37.572905
8104,중랑구, 면목동 392-5,400,제2종일반주거지역,상업용,노선 상가지대,평지,4450000,127.08409,37.572564
8105,중랑구, 면목동 392-39,95.9,제2종일반주거지역,단독주택,기존 주택지대,평지,2470000,127.084564,37.572703
8106,중랑구, 면목동 393-41,105.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2680000,127.084313,37.571881
8107,중랑구, 면목동 393-60,113.4,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3350000,127.084956,37.571183
8108,중랑구, 면목동 393-137,99,제2종일반주거지역,단독주택,기존 주택지대,평지,2440000,127.084599,37.57164
8109,중랑구, 면목동 398-3,146.1,제2종일반주거지역,단독주택,일반 주택지대,평지,2910000,127.083199,37.572296
8110,중랑구, 면목동 398-20,128.9,제2종일반주거지역,단독주택,기존 주택지대,평지,2360000,127.083216,37.571809
8111,중랑구, 면목동 399-37,138.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3950000,127.082552,37.571543
8112,중랑구, 면목동 399-52,131.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2660000,127.082094,37.571927
8113,중랑구, 면목동 399-98,121,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3000000,127.082246,37.572441
8114,중랑구, 면목동 406-1,200,제2종일반주거지역,단독주택,기존 주택지대,평지,2660000,127.09196,37.5845
8115,중랑구, 면목동 408-14,135.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3350000,127.091151,37.584008
8116,중랑구, 면목동 408-30,132.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2180000,127.090401,37.584254
8117,중랑구, 면목동 409-49,172.9,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3750000,127.088986,37.584207
8118,중랑구, 면목동 410-28,102.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3250000,127.0894,37.584625
8119,중랑구, 면목동 412-1,730.6,제2종일반주거지역,상업용,노선 상가지대,평지,4870000,127.088589,37.58515
8120,중랑구, 면목동 428-36,90.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2160000,127.089205,37.583884
8121,중랑구, 면목동 428-50,140.2,제2종일반주거지역,주상용,기존 주택지대,평지,2670000,127.089662,37.583555
8122,중랑구, 면목동 430-41,86.3,제2종일반주거지역,단독주택,기존 주택지대,평지,2150000,127.09044,37.583795
8123,중랑구, 면목동 433-1,149.4,제2종일반주거지역,주상용,기존 주택지대,평지,3250000,127.092264,37.583728
8124,중랑구, 면목동 449-3,179.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2510000,127.09243,37.583062
8125,중랑구, 면목동 453-46,92.6,제2종일반주거지역,단독주택,기존 주택지대,평지,2110000,127.092005,37.582681
8126,중랑구, 면목동 454-40,99.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2440000,127.091604,37.583074
8127,중랑구, 면목동 455-2,183.1,제2종일반주거지역,단독주택,기존 주택지대,평지,2640000,127.090865,37.583303
8128,중랑구, 면목동 456-22,97.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2560000,127.090012,37.582701
8129,중랑구, 면목동 456-44,130.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3430000,127.090323,37.582235
8130,중랑구, 면목동 458-32,136.9,제2종일반주거지역,단독주택,기존 주택지대,평지,2960000,127.088753,37.582863
8131,중랑구, 면목동 459-13,319.3,준주거지역,상업용,노선 상가지대,평지,6100000,127.08881,37.581872
8132,중랑구, 면목동 461-13,104.1,제2종일반주거지역,주상용,일반 상가지대,평지,3350000,127.089298,37.581813
8133,중랑구, 면목동 461-30,197,제2종일반주거지역,상업용,후면 상가지대,평지,4720000,127.089247,37.581344
8134,중랑구, 면목동 462-55,122,제2종일반주거지역,단독주택,기존 주택지대,평지,2170000,127.090095,37.581458
8135,중랑구, 면목동 463-4,113.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2620000,127.090414,37.581263
8136,중랑구, 면목동 466-6,74.7,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3020000,127.091889,37.581013
8137,중랑구, 면목동 466-29,248.8,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3300000,127.091697,37.581939
8138,중랑구, 면목동 467-30,89.3,제2종일반주거지역,단독주택,기존 주택지대,평지,2160000,127.092269,37.581394
8139,중랑구, 면목동 468-1,137.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3350000,127.09283,37.581858
8140,중랑구, 면목동 472-17,126.3,준주거지역,주상용,일반 상가지대,평지,3600000,127.090543,37.580939
8141,중랑구, 면목동 472-44,462.2,준주거지역,상업용,일반 상가지대,평지,6450000,127.089208,37.580812
8142,중랑구, 면목동 473-5,82,근린상업지역,상업용,노선 상가지대,평지,5360000,127.089012,37.581135
8143,중랑구, 면목동 496-4,611.6,근린상업지역,상업용,중심 상가지대,평지,11400000,127.08804,37.580983
8144,중랑구, 면목동 496-25,103.5,근린상업지역,주상용,주택 및 상가혼용지대,평지,4390000,127.088077,37.581677
8145,중랑구, 면목동 498-3,347.1,제2종일반주거지역,상업용,노선 상가지대,평지,5650000,127.088335,37.582787
8146,중랑구, 면목동 499-20,117.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2660000,127.087146,37.583769
8147,중랑구, 면목동 501-13,132.2,제2종일반주거지역,주상용,기존 주택지대,평지,3400000,127.087509,37.584646
8148,중랑구, 면목동 502-22,114.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2230000,127.087787,37.585045
8149,중랑구, 면목동 504-16,178.5,제2종일반주거지역,단독주택,주택 및 상가혼용지대,평지,2840000,127.087754,37.585874
8150,중랑구, 면목동 505-17,132.9,준주거지역,단독주택,기존 주택지대,평지,2780000,127.087573,37.586755
8151,중랑구, 면목동 506-18,105.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2260000,127.086701,37.586829
8152,중랑구, 면목동 507-33,83,제3종일반주거지역,단독주택,기존 주택지대,평지,2400000,127.093915,37.582001
8153,중랑구, 면목동 524-8,106,제3종일반주거지역,상업용,기존 상가지대,평지,3530000,127.091859,37.58067
8154,중랑구, 면목동 524-24,93,제3종일반주거지역,단독주택,주택 및 상가혼용지대,평지,3460000,127.092147,37.580303
8155,중랑구, 면목동 527-92,69,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2330000,127.092701,37.578478
8156,중랑구, 면목동 527-100,83,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2120000,127.093197,37.578626
8157,중랑구, 면목동 527-182,106,제1종일반주거지역,단독주택,기존 주택지대,완경사지,2200000,127.093024,37.57803
8158,중랑구, 면목동 527-189,99,제1종일반주거지역,단독주택,기존 주택지대,완경사지,1930000,127.093566,37.578088
8159,중랑구, 면목동 527-226,56,제2종일반주거지역,단독주택,기존 주택지대,완경사지,1990000,127.092829,37.579173
8160,중랑구, 면목동 530-3,53,제3종일반주거지역,단독주택,기존 주택지대,완경사지,2160000,127.091064,37.579979
8161,중랑구, 면목동 531-5,109,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2220000,127.091104,37.579475
8162,중랑구, 면목동 532-27,86,제3종일반주거지역,단독주택,기존 주택지대,완경사지,2250000,127.090558,37.57966
8163,중랑구, 면목동 532-39,104,제3종일반주거지역,단독주택,기존 주택지대,완경사지,2580000,127.090665,37.579282
8164,중랑구, 면목동 532-132,136,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2120000,127.09217,37.578438
8165,중랑구, 면목동 540-19,77,제2종일반주거지역,단독주택,기존 주택지대,평지,2430000,127.085791,37.587138
8166,중랑구, 면목동 546-2,166.9,제2종일반주거지역,단독주택,기존 주택지대,평지,2560000,127.086539,37.586125
8167,중랑구, 면목동 546-34,132.2,제2종일반주거지역,주상용,기존 주택지대,평지,2870000,127.086007,37.586157
8168,중랑구, 면목동 547-38,107.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2560000,127.085066,37.586258
8169,중랑구, 면목동 548-33,142.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2580000,127.083975,37.585682
8170,중랑구, 면목동 549-25,87.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2170000,127.085391,37.585567
8171,중랑구, 면목동 550-2,146.4,제2종일반주거지역,다세대,기존 주택지대,평지,2660000,127.085634,37.585181
8172,중랑구, 면목동 552-22,95.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2170000,127.086036,37.584689
8173,중랑구, 면목동 558-6,118.4,제2종일반주거지역,단독주택,기존 주택지대,평지,2620000,127.084281,37.584702
